"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"265005217358176256","","","2012-11-04 08:19:02 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Added new ""tab"" to flow editor: Clipboard. Allows storing of arbitrary number of actors during a session. Offers preview of stored actors.","","","",""
"263955851671379968","","","2012-11-01 10:49:13 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","The screenshots in the adams-moa and adams-weka modules have been updated.","","","",""
"263955716937773056","","","2012-11-01 10:48:41 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Added some more example flows in the adams-moa module, mainly comparing performances of classifiers.","","","",""
"263814042597093376","","","2012-11-01 01:25:43 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","How to use filters on MOA data streams https://t.co/RVtak3HT","","","","https://adams.cms.waikato.ac.nz/elgg/blog/view/312/filtering-in-moa"
"263507304530444288","","","2012-10-31 05:06:51 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Added experimental Explorer GUI to adams-weka module: uses menus instead of buttons.","","","",""
"263365562263015425","","","2012-10-30 19:43:37 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","ADAMS is now listed on Ohloh: https://t.co/1o4JDc29","","","","https://www.ohloh.net/p/theadamsflow"
"263137806241636352","","","2012-10-30 04:38:36 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Added attribute selection support to the adams-weka module.","","","",""
"263015528149442561","","","2012-10-29 20:32:43 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Fixed display bug in SpreadSheetTableModel with fixed number of decimals for numbers less than. Affected SpreadSheetDisplay sink.","","","",""
"261653497873854464","","","2012-10-26 02:20:29 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","ADAMS compiles successfully under 1.7.0_09.","","","",""
"261316457839882242","","","2012-10-25 04:01:13 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Deprecation of WekaClassifer/Clusterer, MOAClassifier/Clusterer. https://t.co/wLOw95Cc","","","","https://adams.cms.waikato.ac.nz/elgg/blog/view/290"
"259127581654257665","","","2012-10-19 03:03:24 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Titus Brown on ""Automated testing and research software"". http://t.co/O6G4Z89T","","","","http://ivory.idyll.org/blog/automated-testing-and-research-software.html"
"259127466197647360","","","2012-10-19 03:02:56 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","SpreadSheetAnonymize - if you need to anonymize sensitive columns in your spreadsheets.","","","",""
"259127224458960896","","","2012-10-19 03:01:59 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","TabView - same functionality as GridView, but uses a tabbed pane instead of a grid layout.","","","",""
"258752779986825216","","","2012-10-18 02:14:04 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Cross-validation of WEKA classifiers in the flow can take advantage of multi-core machines now.","","","",""
"258421314166083584","","","2012-10-17 04:16:57 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Added quick overview on actors, conditions, etc to manual of adams-weka module.","","","",""
"258421118933815297","","","2012-10-17 04:16:10 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","WekaInstancesAppend appends multiple datasets, creating one large one (one-after-other). WekaInstancesMerge creates side-by-side dataset.","","","",""
"258420687172145152","","","2012-10-17 04:14:27 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","""Dataset compatibility"" is a new tool in the adams-weka module that can check multiple datasets on their compatibility (WEKA is picky!)","","","",""
"258018953392177153","","","2012-10-16 01:38:06 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Introduced ""atomic execution"". User can protect sub-flows of certain actors, like Tee, Trigger, Branch, using flag ""finishBeforeStopping"".","","","",""
"257985027969802240","","","2012-10-15 23:23:18 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Flow editor can now generate side-by-side diff between current flow and next undo step. Useful check after applying actor processes.","","","",""
"256151566942359552","","","2012-10-10 21:57:47 +0000","<a href=""https://adams.cms.waikato.ac.nz/"" rel=""nofollow"">ADAMS elgg</a>","Just added a little graphical tool for analyzing the console output, making it easier locating errors: Console output analyzer","","","",""
"255425373406363648","","","2012-10-08 21:52:09 +0000","web","Files (e.g., datasets or models) can be directly previewed from within the Flow, right-click on a file and select ""Open in preview browser"".","","","",""
"254023375637319680","","","2012-10-05 01:01:06 +0000","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","I uploaded a @YouTube video http://t.co/6v7AmIsq Raspbery Pi running a webservice","","","","http://youtu.be/jG019gPi-VE?a"
